Interface Name,Source Name,Element Name,LDM Field,LDM Object,LDM Text,LDM Text Type,Internal ID
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,oe_type_id,Organisational Entity Type ID,,LDM:btfg$code_ldm_obj_fld.person_oe$oe_type,ldm_obj_fld,person_oe$oe_type
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,prty_chan_id,Party Channel ID,,LDM:btfg$code_ldm_obj_fld.person_oe$prty_chan,ldm_obj_fld,person_oe$prty_chan
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,user_exper_id,LDM:btfg$code_ldm_obj_fld.person_oe$user_exper,,LDM:btfg$code_ldm_obj_fld.person_oe$user_exper,ldm_obj_fld,person_oe$user_exper
UI Portfolio Movement,BTFG$UI_PERF_CF_LIST.BP#PORTF_MVT.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI Adviser Dashboard,BTFG$UI_PERF_LIST.BP#TOP_BP.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI Adviser dashboard,BTFG$UI_PERF_LIST.BP#TOP_BP_CASH.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI Portfolio Performance by Cont,BTFG$UI_PERF_LIST.CONT_ASSETGRP_POS.XSD,asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
UI Portfolio Performance by Cont,BTFG$UI_PERF_LIST.CONT_ASSETGRP_POS.XSD,cont,Container,Container,LDM:btfg$code_ldm_obj.cont,ldm_obj,cont
UI Portfolio Performance by Cont,BTFG$UI_PERF_LIST.CONT_ASSETGRP_POS.XSD,ref_obj_id,Object,Object,LDM:btfg$code_ldm_obj.obj,ldm_obj,obj
UI Portfolio Performance by Cont,BTFG$UI_PERF_LIST.CONT_ASSETGRP_POS.XSD,asset_grp_id,Asset Group,,LDM:btfg$code_ldm_obj_fld.asset$asset_grp,ldm_obj_fld,asset$asset_grp
UI Portfolio Performance by Cont,BTFG$UI_PERF_LIST.CONT_ASSETGRP_POS.XSD,cont_type_id,Container Type,,LDM:btfg$code_ldm_obj_fld.cont$cont_type,ldm_obj_fld,cont$cont_type
UI Portfolio Performance by Cont,BTFG$UI_PERF_LIST.CONT_ASSETGRP_POS.XSD,pos_name,Position Name,,LDM:btfg$code_ldm_obj_fld.pos$pos_name,ldm_obj_fld,pos$pos_name
UI Performance Summary by Period,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
UI Performance Summary by Period,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,bmrk_id,Benchmark,Benchmark,LDM:btfg$code_ldm_obj.bmrk,ldm_obj,bmrk
UI Performance Summary by Period,BTFG$UI_PERF_LIST.PRD_PRDDET.XSD,obj_id,Object,Object,LDM:btfg$code_ldm_obj.obj,ldm_obj,obj
UI Adviser List,BTFG$UI_PERSON.PERSON#AVSR.XSD,avsr_person,Adviser,Adviser,LDM:btfg$code_ldm_obj.person_natural_imed_avsr,ldm_obj,person_natural_imed_avsr
UI Adviser List,BTFG$UI_PERSON.PERSON#AVSR.XSD,avsr_pos,Intermediary Structure,Intermediary Structure,LDM:btfg$code_ldm_obj.person_oe_imed,ldm_obj,person_oe_imed
UI Adviser List,BTFG$UI_PERSON.PERSON#AVSR.XSD,dealer_grp,Dealer Group,Dealer Group,LDM:btfg$code_ldm_obj.person_oe_imed_dg,ldm_obj,person_oe_imed_dg
UI Adviser List,BTFG$UI_PERSON.PERSON#AVSR.XSD,pri_email,Electronic Address,,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,ldm_obj_fld,addr_elec$elec_addr
UI Adviser List,BTFG$UI_PERSON.PERSON#AVSR.XSD,avsr_first_name,First Name,,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,ldm_obj_fld,person_natural$first_name
UI Adviser List,BTFG$UI_PERSON.PERSON#AVSR.XSD,avsr_last_name,Last Name,,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,ldm_obj_fld,person_natural$last_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,person_id,Person,Person,LDM:btfg$code_ldm_obj.person,ldm_obj,person
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,person_birth_suburb,City,,LDM:btfg$code_ldm_obj_fld.addr_postal$city,ldm_obj_fld,addr_postal$city
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,person_birth_country,Country,,LDM:btfg$code_ldm_obj_fld.addr_postal$country,ldm_obj_fld,addr_postal$country
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,person_birth_state_alt,State,,LDM:btfg$code_ldm_obj_fld.addr_postal$state,ldm_obj_fld,addr_postal$state
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,person_birth_state_id,State Name,,LDM:btfg$code_ldm_obj_fld.addr_postal$state_,ldm_obj_fld,addr_postal$state_
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,open_date,Open Date,,LDM:btfg$code_ldm_obj_fld.obj$open_date,ldm_obj_fld,obj$open_date
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,aml_status_id,AML Status ID,,LDM:btfg$code_ldm_obj_fld.person$aml_status,ldm_obj_fld,person$aml_status
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,cis_key,CIS Identifier,,LDM:btfg$code_ldm_obj_fld.person$cis,ldm_obj_fld,person$cis
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,country_tax_id,Country Tax ID,,LDM:btfg$code_ldm_obj_fld.person$country_tax,ldm_obj_fld,person$country_tax
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,full_name,Full Name,,LDM:btfg$code_ldm_obj_fld.person$full_name,ldm_obj_fld,person$full_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,gcm_id,GCM ID,,LDM:btfg$code_ldm_obj_fld.person$gcm,ldm_obj_fld,person$gcm
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,gcm_cust_nr,GCM Customer Number,,LDM:btfg$code_ldm_obj_fld.person$gcm_cust_nr,ldm_obj_fld,person$gcm_cust_nr
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,is_avsr,Has person an adviser job,,LDM:btfg$code_ldm_obj_fld.person$has_avsr_profile,ldm_obj_fld,person$has_avsr_profile
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,is_avsra,Has person an adviser assistant job,,LDM:btfg$code_ldm_obj_fld.person$has_avsra_profile,ldm_obj_fld,person$has_avsra_profile
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,is_prplnr,Has person a para planner job,,LDM:btfg$code_ldm_obj_fld.person$has_prplnr_profile,ldm_obj_fld,person$has_prplnr_profile
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,has_tfn,Person has TFN,,LDM:btfg$code_ldm_obj_fld.person$has_tfn,ldm_obj_fld,person$has_tfn
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,idv_status_id,IDV Status ID,,LDM:btfg$code_ldm_obj_fld.person$idv_status,ldm_obj_fld,person$idv_status
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,is_safi_active,Is SAFI Active,,LDM:btfg$code_ldm_obj_fld.person$is_safi_active,ldm_obj_fld,person$is_safi_active
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,modi_seq_nr,Person modification sequence number,,LDM:btfg$code_ldm_obj_fld.person$person_modi_seq_nr,ldm_obj_fld,person$person_modi_seq_nr
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,person_type_id,Person Type ID,,LDM:btfg$code_ldm_obj_fld.person$person_type,ldm_obj_fld,person$person_type
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,safi_device,SAFI Device,,LDM:btfg$code_ldm_obj_fld.person$safi_device,ldm_obj_fld,person$safi_device
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,au_tfn_wtax_exempt_id,Withholding Tax Exemption ID,,LDM:btfg$code_ldm_obj_fld.person$wtax_exempt,ldm_obj_fld,person$wtax_exempt
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,abn,ABN,,LDM:btfg$code_ldm_obj_fld.person_legal$abn,ldm_obj_fld,person_legal$abn
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,acn,Australian Company Number,,LDM:btfg$code_ldm_obj_fld.person_legal$acn,ldm_obj_fld,person_legal$acn
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,asic_name,ASIC Name,,LDM:btfg$code_ldm_obj_fld.person_legal$asic_name,ldm_obj_fld,person_legal$asic_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,legal_form_id,Legal Form ID,,LDM:btfg$code_ldm_obj_fld.person_legal$legal_form,ldm_obj_fld,person_legal$legal_form
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,is_regi_gst,Is registered for GST,,LDM:btfg$code_ldm_obj_fld.person_legal$regi_gst,ldm_obj_fld,person_legal$regi_gst
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,anzsic_div_id,ANZSIC Division,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_co$anzsic_div,ldm_obj_fld,person_legal_invstr_co$anzsic_div
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,anzsic_grp_id,ANZSIC Group ID,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_co$anzsic_grp,ldm_obj_fld,person_legal_invstr_co$anzsic_grp
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,anzsic_industry_id,ANZSIC Industry ID,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_co$anzsic_industry,ldm_obj_fld,person_legal_invstr_co$anzsic_industry
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,anzsic_subdiv_id,ANZSIC Sub-division ID,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_co$anzsic_subdiv,ldm_obj_fld,person_legal_invstr_co$anzsic_subdiv
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,trust_desc,Trust Description,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_desc,ldm_obj_fld,person_legal_invstr_trust$trust_desc
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,trust_legi_name,Trust Legislation Name,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_legi_name,ldm_obj_fld,person_legal_invstr_trust$trust_legi_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,trust_lic_nr,Trust License Number,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_lic_nr,ldm_obj_fld,person_legal_invstr_trust$trust_lic_nr
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,trust_mbr_class,Trust Member Class,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_mbr_class,ldm_obj_fld,person_legal_invstr_trust$trust_mbr_class
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,trust_regi_state_id,Trust Registration State,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_regi_state,ldm_obj_fld,person_legal_invstr_trust$trust_regi_state
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,trust_regu_name,Trust Regulatory Name,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_regu_name,ldm_obj_fld,person_legal_invstr_trust$trust_regu_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,trust_type_id,Trust Type ID,,LDM:btfg$code_ldm_obj_fld.person_legal_invstr_trust$trust_type,ldm_obj_fld,person_legal_invstr_trust$trust_type
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,age,Age,,LDM:btfg$code_ldm_obj_fld.person_natural$age,ldm_obj_fld,person_natural$age
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,pref_salut,Artist Name,,LDM:btfg$code_ldm_obj_fld.person_natural$artist_name,ldm_obj_fld,person_natural$artist_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,birth_date,Birth Date,,LDM:btfg$code_ldm_obj_fld.person_natural$birth_date,ldm_obj_fld,person_natural$birth_date
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,death_date,Death Date,,LDM:btfg$code_ldm_obj_fld.person_natural$death_date,ldm_obj_fld,person_natural$death_date
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,first_name,First Name,,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,ldm_obj_fld,person_natural$first_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,gender_id,Gender ID,,LDM:btfg$code_ldm_obj_fld.person_natural$gender,ldm_obj_fld,person_natural$gender
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,is_online_reg,Is Person a Panorama Registered User,,LDM:btfg$code_ldm_obj_fld.person_natural$is_reg,ldm_obj_fld,person_natural$is_reg
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,is_wpl_reg,Is Person a WestpacLive Registered User,,LDM:btfg$code_ldm_obj_fld.person_natural$is_wpl_reg,ldm_obj_fld,person_natural$is_wpl_reg
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,last_name,Last Name,,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,ldm_obj_fld,person_natural$last_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,middle_name,Middle Name,,LDM:btfg$code_ldm_obj_fld.person_natural$middle_name,ldm_obj_fld,person_natural$middle_name
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,profession,Profession,,LDM:btfg$code_ldm_obj_fld.person_natural$profession,ldm_obj_fld,person_natural$profession
UI Person Details,BTFG$UI_PERSON.PERSON_DET.XSD,ttl_id,Title,,LDM:btfg$code_ldm_obj_fld.person_natural$ttl,ldm_obj_fld,person_natural$ttl
UI Person Details for Avoka,BTFG$UI_PERSON.PERSON_DET_AVOKA.XSD,person,Person,Person,LDM:btfg$code_ldm_obj.person,ldm_obj,person
UI Person Details for Avoka,BTFG$UI_PERSON.PERSON_DET_AVOKA.XSD,gcm_id,GCM ID,,LDM:btfg$code_ldm_obj_fld.person$gcm,ldm_obj_fld,person$gcm
UI Person Details for Avoka,BTFG$UI_PERSON.PERSON_DET_AVOKA.XSD,first_name,First Name,,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,ldm_obj_fld,person_natural$first_name
UI Person Details for Avoka,BTFG$UI_PERSON.PERSON_DET_AVOKA.XSD,last_name,Last Name,,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,ldm_obj_fld,person_natural$last_name
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,person_id,Person,Person,LDM:btfg$code_ldm_obj.person,ldm_obj,person
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,pri_email,Electronic Address,,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,ldm_obj_fld,addr_elec$elec_addr
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,suburb,City,,LDM:btfg$code_ldm_obj_fld.addr_postal$city,ldm_obj_fld,addr_postal$city
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,cty_id,Country,,LDM:btfg$code_ldm_obj_fld.addr_postal$country,ldm_obj_fld,addr_postal$country
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,state_other,State,,LDM:btfg$code_ldm_obj_fld.addr_postal$state,ldm_obj_fld,addr_postal$state
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,state_id,State ID_,,LDM:btfg$code_ldm_obj_fld.addr_postal$state_id_,ldm_obj_fld,addr_postal$state_id_
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,zip,Zip,,LDM:btfg$code_ldm_obj_fld.addr_postal$zip,ldm_obj_fld,addr_postal$zip
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,close_date,Close Date,,LDM:btfg$code_ldm_obj_fld.obj$close_date,ldm_obj_fld,obj$close_date
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,cis_key,CIS Identifier,,LDM:btfg$code_ldm_obj_fld.person$cis,ldm_obj_fld,person$cis
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,full_name,Full Name,,LDM:btfg$code_ldm_obj_fld.person$full_name,ldm_obj_fld,person$full_name
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,gcm_id,GCM ID,,LDM:btfg$code_ldm_obj_fld.person$gcm,ldm_obj_fld,person$gcm
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,idv_status_id,IDV Status ID,,LDM:btfg$code_ldm_obj_fld.person$idv_status,ldm_obj_fld,person$idv_status
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,person_type_id,Person Type ID,,LDM:btfg$code_ldm_obj_fld.person$person_type,ldm_obj_fld,person$person_type
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,asic_name,ASIC Name,,LDM:btfg$code_ldm_obj_fld.person_legal$asic_name,ldm_obj_fld,person_legal$asic_name
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,legal_form_id,Legal Form ID,,LDM:btfg$code_ldm_obj_fld.person_legal$legal_form,ldm_obj_fld,person_legal$legal_form
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,birth_date,Birth Date,,LDM:btfg$code_ldm_obj_fld.person_natural$birth_date,ldm_obj_fld,person_natural$birth_date
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,first_name,First Name,,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,ldm_obj_fld,person_natural$first_name
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,is_online_reg,Is Person a Panorama Registered User,,LDM:btfg$code_ldm_obj_fld.person_natural$is_reg,ldm_obj_fld,person_natural$is_reg
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,is_wpl_reg,Is Person a WestpacLive Registered User,,LDM:btfg$code_ldm_obj_fld.person_natural$is_wpl_reg,ldm_obj_fld,person_natural$is_wpl_reg
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,last_name,Last Name,,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,ldm_obj_fld,person_natural$last_name
UI Investor Person Type Details,BTFG$UI_PERSON_LIST.ALL#INVSTR.XSD,ttl_id,Title,,LDM:btfg$code_ldm_obj_fld.person_natural$ttl,ldm_obj_fld,person_natural$ttl
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,person_id,Person,Person,LDM:btfg$code_ldm_obj.person,ldm_obj,person
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,pri_email,Electronic Address,,LDM:btfg$code_ldm_obj_fld.addr_elec$elec_addr,ldm_obj_fld,addr_elec$elec_addr
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,suburb,City,,LDM:btfg$code_ldm_obj_fld.addr_postal$city,ldm_obj_fld,addr_postal$city
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,cty_id,Country,,LDM:btfg$code_ldm_obj_fld.addr_postal$country,ldm_obj_fld,addr_postal$country
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,state_other,State,,LDM:btfg$code_ldm_obj_fld.addr_postal$state,ldm_obj_fld,addr_postal$state
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,state_id,State ID_,,LDM:btfg$code_ldm_obj_fld.addr_postal$state_id_,ldm_obj_fld,addr_postal$state_id_
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,zip,Zip,,LDM:btfg$code_ldm_obj_fld.addr_postal$zip,ldm_obj_fld,addr_postal$zip
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,cis_key,CIS Identifier,,LDM:btfg$code_ldm_obj_fld.person$cis,ldm_obj_fld,person$cis
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,full_name,Full Name,,LDM:btfg$code_ldm_obj_fld.person$full_name,ldm_obj_fld,person$full_name
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,gcm_id,GCM ID,,LDM:btfg$code_ldm_obj_fld.person$gcm,ldm_obj_fld,person$gcm
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,gcm_cust_nr,GCM Customer Number,,LDM:btfg$code_ldm_obj_fld.person$gcm_cust_nr,ldm_obj_fld,person$gcm_cust_nr
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,has_tfn,Person has TFN,,LDM:btfg$code_ldm_obj_fld.person$has_tfn,ldm_obj_fld,person$has_tfn
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,idv_status_id,IDV Status ID,,LDM:btfg$code_ldm_obj_fld.person$idv_status,ldm_obj_fld,person$idv_status
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,legal_form_id,Legal Form ID,,LDM:btfg$code_ldm_obj_fld.person_legal$legal_form,ldm_obj_fld,person_legal$legal_form
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,birth_date,Birth Date,,LDM:btfg$code_ldm_obj_fld.person_natural$birth_date,ldm_obj_fld,person_natural$birth_date
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,first_name,First Name,,LDM:btfg$code_ldm_obj_fld.person_natural$first_name,ldm_obj_fld,person_natural$first_name
UI Investor Person Type Details - Flat,BTFG$UI_PERSON_LIST.ALL#INVSTR_FLAT.XSD,last_name,Last Name,,LDM:btfg$code_ldm_obj_fld.person_natural$last_name,ldm_obj_fld,person_natural$last_name
UI - Available balance,BTFG$UI_POS_LIST.BP#BAL.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,bp_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,cont_id,Container,Container,LDM:btfg$code_ldm_obj.cont,ldm_obj,cont
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,pos_curry_id,Currency,Currency,LDM:btfg$code_ldm_obj.curry,ldm_obj,curry
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,ref_obj_id,Object,Object,LDM:btfg$code_ldm_obj.obj,ldm_obj,obj
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,asset_grp_id,Asset Group,,LDM:btfg$code_ldm_obj_fld.asset$asset_grp,ldm_obj_fld,asset$asset_grp
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,cont_status,Container Status ID,,LDM:btfg$code_ldm_obj_fld.cont$cont_status,ldm_obj_fld,cont$cont_status
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,cont_type_id,Container Type,,LDM:btfg$code_ldm_obj_fld.cont$cont_type,ldm_obj_fld,cont$cont_type
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,pos_name,Position Name,,LDM:btfg$code_ldm_obj_fld.pos$pos_name,ldm_obj_fld,pos$pos_name
UI - Available balance,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,pos_type_id,Position Type ID,,LDM:btfg$code_ldm_obj_fld.pos$pos_type,ldm_obj_fld,pos$pos_type
MP Models With FUM,BTFG$UI_POS_LIST.IPS_AUM.XSD,ips,Investment Policy Statement,Investment Policy Statement,LDM:btfg$code_ldm_obj.ips,ldm_obj,ips
MP Models With FUM,BTFG$UI_POS_LIST.IPS_AUM.XSD,ips_apir,APIR Code,,LDM:btfg$code_ldm_obj_fld.ips$apir_code,ldm_obj_fld,ips$apir_code
MP Models With FUM,BTFG$UI_POS_LIST.IPS_AUM.XSD,ips_asset_class_id,Asset Class ID,,LDM:btfg$code_ldm_obj_fld.ips$asset_class,ldm_obj_fld,ips$asset_class
MP Models With FUM,BTFG$UI_POS_LIST.IPS_AUM.XSD,ips_invst_style_id,Investment Style ID,,LDM:btfg$code_ldm_obj_fld.ips$invst_style,ldm_obj_fld,ips$invst_style
MP Models With FUM,BTFG$UI_POS_LIST.IPS_AUM.XSD,ips_sym,IPS Symbolic Key,,LDM:btfg$code_ldm_obj_fld.ips$ips_sym,ldm_obj_fld,ips$ips_sym
MP Models With FUM,BTFG$UI_POS_LIST.IPS_AUM.XSD,ips_status_id,Status ID,,LDM:btfg$code_ldm_obj_fld.ips$status,ldm_obj_fld,ips$status
Model Cash Report,BTFG$UI_POS_LIST.IPS_SHDW_MP_CASH.XSD,ips_id,Investment Policy Statement,Investment Policy Statement,LDM:btfg$code_ldm_obj.ips,ldm_obj,ips
Model Cash Report,BTFG$UI_POS_LIST.IPS_SHDW_MP_CASH.XSD,invst_mgr_id,Investment Manager Structure,Investment Manager Structure,LDM:btfg$code_ldm_obj.person_oe_im,ldm_obj,person_oe_im
Model Cash Report,BTFG$UI_POS_LIST.POS#FIDD.XSD,acc_id,Account,Account,LDM:btfg$code_ldm_obj.acc,ldm_obj,acc
Model Cash Report,BTFG$UI_POS_LIST.POS#FIDD.XSD,asset_id,Asset,Asset,LDM:btfg$code_ldm_obj.asset,ldm_obj,asset
Model Cash Report,BTFG$UI_POS_LIST.POS#FIDD.XSD,avsr_id,Adviser,Adviser,LDM:btfg$code_ldm_obj.person_natural_imed_avsr,ldm_obj,person_natural_imed_avsr
Model Cash Report,BTFG$UI_POS_LIST.POS#FIDD.XSD,acc_type_id,Account Structure Type ID,,LDM:btfg$code_ldm_obj_fld.acc$acc_struct_type,ldm_obj_fld,acc$acc_struct_type
Model Cash Report,BTFG$UI_POS_LIST.POS#FIDD.XSD,acc_nr,BP Numeric Key,,LDM:btfg$code_ldm_obj_fld.acc$bp_nr,ldm_obj_fld,acc$bp_nr
Model Cash Report,BTFG$UI_POS_LIST.POS#FIDD.XSD,prod_id,Product,,LDM:btfg$code_ldm_obj_fld.acc$prod_id,ldm_obj_fld,acc$prod_id
Model Cash Report,BTFG$UI_POS_LIST.POS#FIDD.XSD,avsr_state_id,State ID_,,LDM:btfg$code_ldm_obj_fld.addr_postal$state_id_,ldm_obj_fld,addr_postal$state_id_
