Interface Name,Source Name,LDM Text Type,Internal ID,LDM Object Type,Element Name,LDM Field,Entity Name_x,LDM Text,Entity Name_y,Attribute Name,Type,Description
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Organizational Entity,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Intermediary Structure,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Issuer Entity,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Super Dealer Group,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Dealer Group,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Practice,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Office,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Adviser Position,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Internal Structure,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Investment Manager Structure,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_linked_acc_alw,person_oe,is_linked_acc_alw,Is Linked Accounts Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_linked_acc_alw,Investment Manager Position,Is Linked Accounts Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Organizational Entity,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Intermediary Structure,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Issuer Entity,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Super Dealer Group,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Dealer Group,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Practice,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Office,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Adviser Position,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Internal Structure,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Investment Manager Structure,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_anyone_alw,person_oe,is_pay_anyone_alw,Is Pay anyone Allowed ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_anyone_alw,Investment Manager Position,Is Pay anyone Allowed ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Organizational Entity,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Intermediary Structure,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Issuer Entity,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Super Dealer Group,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Dealer Group,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Practice,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Office,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Adviser Position,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Internal Structure,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Investment Manager Structure,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_pay_oe,person_oe,is_payable_party,Is Payable Party,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_pay_oe,Investment Manager Position,Is Payable Party,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Organizational Entity,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Intermediary Structure,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Issuer Entity,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Super Dealer Group,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Dealer Group,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Practice,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Office,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Adviser Position,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Internal Structure,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Investment Manager Structure,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$is_silo,person_oe,is_silo,Is Silo ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$is_silo,Investment Manager Position,Is Silo ID,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Organizational Entity,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Intermediary Structure,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Issuer Entity,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Super Dealer Group,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Dealer Group,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Practice,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Office,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Adviser Position,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Internal Structure,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Investment Manager Structure,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_aprv_offline,person_oe,oe_aprv_offline,Can Approve Offline,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_aprv_offline,Investment Manager Position,Can Approve Offline,varchar2(2000),(ABS Field Type Avaloq Class)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Organizational Entity,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Intermediary Structure,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Issuer Entity,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Super Dealer Group,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Dealer Group,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Practice,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Office,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Adviser Position,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Internal Structure,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Investment Manager Structure,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_ebi_key,person_oe,oe_ebi_key,Organisational Entity EBI Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_ebi_key,Investment Manager Position,Organisational Entity EBI Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Organizational Entity,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Intermediary Structure,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Issuer Entity,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Super Dealer Group,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Dealer Group,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Practice,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Office,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Adviser Position,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Internal Structure,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Investment Manager Structure,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_gcm,person_oe,oe_gcm_id,Organisational Entity GCM ID,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_gcm,Investment Manager Position,Organisational Entity GCM ID,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Organizational Entity,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Intermediary Structure,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
OE Intermediary Structure,BTFG$UI_OE_STRUCT.PERSON#HIRA.XSD,ldm_obj_fld,person_oe$oe_key,person_oe,oe_key,Organisational Entity Key,-,LDM:btfg$code_ldm_obj_fld.person_oe$oe_key,Issuer Entity,Organisational Entity Key,varchar2(4000),(ABS Field Type Avaloq DDIC Text)
